dis,sign,add,totalm2,zone,tradeymd,tradef,totalf,state,mainuse,mater,comy,totalbm2,room,hall,health,sep,org,tp,unitp,parkcat,parkm2,parkp,mainbm2,auxbm2,balm2,ele,建物,房地(土地+建物),房地(土地+建物)+車位,住,其他都市土地使用分區,商,住商用,住家用,其他主要用途,商業用,工業用,辦公用,磚造,鋼筋混凝土造,鋼骨造,其他車位類別,坡道平面,機械車位,無車位,tradeyr,buildyr,age,住宅大樓(11層含以上有電梯),公寓(5樓含以下無電梯),華廈(10層含以下有電梯),透天厝,year_average_cpi,year_increase_cpi,med,lat,lng,park_d,park_q,mu_d,mu_q,lib_d,lib_q,mrt_d,mrt_q,edu_d,edu_q,fire_d,fire_q,dead_d,dead_q,pol_d,pol_q,post_d,post_q,hosp_d,hosp_q,fin_d,fin_q
大安區,房地(土地+建物),臺北市大安區忠孝東路三段２１４號八樓,16.24,商,1110921,8,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760423,88.5,3,2,2,1,1,22500000,254237,無車位,0.0,0,57.18,0.0,7.39,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,76,35,1,0,0,0,107.12,0.0,704000,25.0414545,121.5399747,1,25,1,0,1,3,1,22,1,15,1,2,1,0,1,4,1,7,1,225,1,87
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段６３巷５７號十樓,17.78,其他都市土地使用分區,1110905,10,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,741218,206.99,4,2,2,1,1,50000000,241558,坡道平面,0.0,0,126.12,0.0,26.79,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,74,37,1,0,0,0,107.12,0.0,704000,25.0310066,121.5516583,1,26,1,0,1,3,1,12,1,14,1,1,1,0,1,3,1,5,1,333,1,117
北投區,房地(土地+建物),臺北市北投區尊賢街２４９巷３４號二樓,35.75,住,1110929,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630905,110.74,3,1,2,1,0,18000000,162543,無車位,0.0,0,94.4,0.0,16.34,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,63,48,0,1,0,0,107.12,0.0,526000,25.1171235,121.505116,1,25,1,0,1,2,1,2,1,3,1,0,1,0,1,0,1,4,1,38,1,3
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段２５３巷５８號五樓之２,30.08,住,1110909,5,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980923,172.66,4,2,2,1,1,37380000,216495,坡道平面,0.0,0,98.26,4.83,7.79,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,98,13,1,0,0,0,107.12,0.0,593000,25.0841726,121.5889441,1,13,1,0,1,0,1,4,1,12,1,0,1,0,1,2,1,2,1,90,1,17
大同區,房地(土地+建物),臺北市大同區寧夏路１１號十二樓之１５,2.61,商,1110916,12,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851028,36.39,0,0,0,0,1,5000000,137400,無車位,0.0,0,16.23,5.43,3.21,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,85,26,1,0,0,0,107.12,0.0,484000,25.0546731,121.5150301,1,23,1,2,1,3,1,26,1,12,1,4,1,0,1,10,1,8,1,207,1,88
文山區,房地(土地+建物),臺北市文山區景後街９５號五樓之５,9.12,商,1110920,5,13,住宅大樓(11層含以上有電梯),其他主要用途,鋼筋混凝土造,831108,80.02,2,1,1,1,1,13800000,172457,無車位,0.0,0,48.94,0.0,6.53,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,111,83,28,1,0,0,0,107.12,0.0,579000,24.991914,121.542926,1,15,1,0,1,2,1,5,1,11,1,1,1,0,1,3,1,3,1,89,1,16
大安區,房地(土地+建物),臺北市大安區敦化南路一段２３３巷３１號二樓之７,6.16,住,1110930,2,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760709,43.56,0,0,0,0,1,12500000,286961,無車位,0.0,0,25.04,0.0,4.21,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,76,35,0,0,1,0,107.12,0.0,704000,25.040474,121.55108,1,20,1,1,1,2,1,24,1,8,1,1,1,0,1,2,1,4,1,354,1,111
大安區,房地(土地+建物),臺北市大安區復興南路二段２７號七樓之３,4.54,商,1110917,7,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,840907,38.27,1,1,1,1,1,12000000,313562,無車位,0.0,0,25.98,1.22,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,84,27,1,0,0,0,107.12,0.0,704000,25.0318188,121.5438399,1,23,1,1,1,2,1,19,1,17,1,3,1,0,1,3,1,4,1,257,1,85
士林區,房地(土地+建物),臺北市士林區永平街３６巷４號二樓,25.09,住,1110915,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690808,69.91,2,2,2,1,0,6645000,95051,無車位,0.0,0,57.9,0.0,12.02,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,1,0,0,107.12,0.0,527000,25.0904634,121.5054954,1,10,1,0,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,58,1,6
士林區,房地(土地+建物)+車位,臺北市士林區天母北路９巷１之１號二樓,26.39,住,1110908,2,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050526,82.53,1,1,1,1,0,19000000,279085,機械車位,20.9,1800000,30.49,2.62,4.53,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,105,6,0,0,1,0,107.12,0.0,527000,25.119188,121.5266466,1,30,1,0,1,3,1,0,1,8,1,3,1,0,1,2,1,3,1,141,1,19
士林區,房地(土地+建物),臺北市士林區士東路２６６巷３弄１５號五樓,29.89,住,1110921,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690429,100.63,5,3,3,1,0,17300000,171917,無車位,0.0,0,88.0,0.0,12.63,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,1,0,0,107.12,0.0,527000,25.1128476,121.5373008,1,8,1,0,1,0,1,0,1,7,1,1,1,0,1,0,1,2,1,87,1,11
士林區,房地(土地+建物),臺北市士林區中山北路六段４５０巷３３號四樓,33.05,住,1110918,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740108,125.66,4,2,2,1,0,22500000,179055,無車位,0.0,0,105.19,0.0,10.46,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,0,1,0,0,107.12,0.0,527000,25.1135536,121.5284296,1,28,1,0,1,1,1,0,1,13,1,1,1,0,1,1,1,4,1,172,1,30
北投區,房地(土地+建物),臺北市北投區光明路２００號十四樓之１８,2.59,其他都市土地使用分區,1110904,14,14,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,940322,24.73,1,1,1,1,1,4700000,190053,無車位,0.0,0,12.95,0.57,1.33,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,111,94,17,1,0,0,0,107.12,0.0,526000,25.1358781,121.5035939,1,36,1,0,1,2,1,4,1,11,1,1,1,0,1,3,1,3,1,107,1,15
士林區,房地(土地+建物)+車位,臺北市士林區雨農路６４號三樓之１,45.53,住,1110910,3,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940505,200.59,3,2,2,1,1,33880000,168902,坡道平面,0.0,0,106.02,0.0,10.18,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,94,17,1,0,0,0,107.12,0.0,527000,25.0997846,121.5327555,1,22,1,0,1,1,1,2,1,4,1,0,1,0,1,1,1,2,1,51,1,14
松山區,房地(土地+建物),臺北市松山區民生東路五段１３７巷２之１號四樓,33.6,商,1110911,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670301,112.32,3,2,2,1,0,23600000,210114,無車位,0.0,0,99.89,0.0,12.43,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,67,44,0,1,0,0,107.12,0.0,639000,25.0590597,121.5616249,1,28,1,0,1,1,1,4,1,8,1,0,1,0,1,2,1,3,1,166,1,28
士林區,房地(土地+建物),臺北市士林區中山北路六段１９５巷１８弄４之１號二樓,41.23,住,1110917,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640222,94.43,3,2,2,1,0,17500000,185322,無車位,0.0,0,94.43,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,64,47,0,1,0,0,107.12,0.0,527000,25.1081609,121.5236701,1,28,1,1,1,1,1,6,1,13,1,0,1,0,1,1,1,5,1,158,1,27
北投區,房地(土地+建物),臺北市北投區崇仁路一段８０巷１號二樓,31.21,商,1110905,2,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700417,107.1,3,2,2,1,0,17500000,163399,無車位,0.0,0,95.81,0.0,11.29,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,526000,25.1259102,121.5013534,1,31,1,0,1,1,1,5,1,4,1,0,1,0,1,3,1,2,1,84,1,11
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷１２弄７４號二樓之３,11.64,住,1110904,2,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830804,37.95,1,1,1,1,1,7700000,202899,無車位,0.0,0,25.72,1.9,3.81,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,0,1,0,107.12,0.0,593000,25.0893204,121.591412,1,6,1,0,1,0,1,2,1,6,1,0,1,0,1,1,1,2,1,72,1,16
信義區,房地(土地+建物),臺北市信義區虎林街２０２巷４５號四樓,31.25,住,1110919,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600407,90.44,3,2,1,1,0,15000000,165856,無車位,0.0,0,81.97,0.0,8.47,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,60,51,0,1,0,0,107.12,0.0,550000,25.0373934,121.5758454,1,27,1,0,1,2,1,12,1,10,1,1,1,0,1,6,1,3,1,214,1,76
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路２１０巷３０弄１０２號四樓之１,36.76,住,1110930,4,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911031,226.04,4,2,2,1,1,43500000,192444,坡道平面,0.0,0,147.0,0.0,9.9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,91,20,1,0,0,0,107.12,0.0,593000,25.0773053,121.5852114,1,12,1,0,1,2,1,2,1,12,1,3,1,0,1,3,1,4,1,126,1,19
內湖區,房地(土地+建物),臺北市內湖區康樂街７２巷１７弄８７號三樓,30.65,住,1110918,3,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730727,93.58,3,2,2,1,0,14320000,153024,無車位,0.0,0,83.44,0.0,10.14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,73,38,0,1,0,0,107.12,0.0,593000,25.0711792,121.6169664,1,19,1,0,1,1,1,5,1,6,1,1,1,0,1,2,1,2,1,76,1,5
中山區,房地(土地+建物)+車位,臺北市中山區復興北路２８號九樓之２,22.52,商,1110907,9,14,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1000616,348.93,3,2,2,1,1,100000000,286590,機械車位,0.0,0,159.16,7.03,12.99,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,111,100,11,1,0,0,0,107.12,0.0,567000,25.0489379,121.5436459,1,25,1,0,1,2,1,19,1,8,1,4,1,0,1,3,1,7,1,242,1,124
內湖區,房地(土地+建物),臺北市內湖區內湖路三段３２６巷３弄５之１號五樓,25.28,住,1110918,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700525,87.47,3,2,1,1,0,11300000,129187,無車位,0.0,0,78.89,0.0,8.58,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,593000,25.0897419,121.5839415,1,8,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,1,1,9,1,0
中山區,房地(土地+建物),臺北市中山區民權東路一段３６號三樓之１,4.18,商,1110906,3,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961002,36.47,0,1,1,1,1,9550000,261859,無車位,0.0,0,22.39,0.69,2.63,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,96,15,1,0,0,0,107.12,0.0,567000,25.062538,121.5239301,1,24,1,0,1,3,1,19,1,9,1,1,1,0,1,4,1,5,1,201,1,61
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路２０８巷４０號八樓之１,31.66,住,1110918,8,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831229,195.09,3,2,2,1,1,39600000,202983,坡道平面,0.0,0,146.92,0.62,12.61,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,83,28,1,0,0,0,107.12,0.0,593000,25.076983,121.583362,1,13,1,0,1,1,1,4,1,14,1,0,1,0,1,2,1,4,1,109,1,25
內湖區,房地(土地+建物),臺北市內湖區陽光街３２１巷２６號六樓之１７,15.72,其他都市土地使用分區,1110917,6,8,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,980312,79.18,0,1,1,1,1,13800000,174286,無車位,0.0,0,43.6,3.0,3.97,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,111,98,13,0,0,1,0,107.12,0.0,593000,25.0724542,121.5786502,1,16,1,0,1,1,1,4,1,5,1,0,1,0,1,2,1,2,1,73,1,31
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３０２巷３弄２１號三樓,22.75,住,1110910,3,4,公寓(5樓含以下無電梯),住家用,磚造,600414,66.25,3,1,1,1,0,8000000,120755,無車位,0.0,0,61.85,0.0,4.4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,60,51,0,1,0,0,107.12,0.0,446000,25.0350193,121.4923069,1,17,1,0,1,3,1,3,1,12,1,3,1,0,1,6,1,2,1,84,1,13
文山區,房地(土地+建物),臺北市文山區木新路二段６６巷８號二樓,29.82,住,1110918,2,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860217,95.21,3,1,2,1,1,16880000,177292,無車位,0.0,0,59.04,3.52,7.34,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,86,25,0,0,1,0,107.12,0.0,579000,24.9859023,121.570267,1,16,1,0,1,3,1,0,1,10,1,1,1,0,1,4,1,4,1,57,1,11
文山區,房地(土地+建物),臺北市文山區興德路２０巷３２號九樓,13.49,商,1110917,9,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040611,49.41,0,1,1,1,1,11880000,240437,無車位,0.0,0,27.51,1.23,4.34,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,104,7,1,0,0,0,107.12,0.0,579000,25.0010568,121.5561771,1,23,1,0,1,2,1,2,1,10,1,1,1,0,1,1,1,2,1,65,1,4
文山區,房地(土地+建物),臺北市文山區羅斯福路五段２１８巷３４號四樓,21.22,住,1110827,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680404,94.8,3,2,2,1,0,18000000,189873,無車位,0.0,0,82.91,0.0,11.89,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,68,43,0,1,0,0,107.12,0.0,579000,25.0021817,121.5371347,1,16,1,0,1,1,1,4,1,5,1,0,1,0,1,2,1,2,1,51,1,6
文山區,房地(土地+建物)+車位,臺北市文山區和平東路四段６６巷４３號三樓,78.53,住,1110813,3,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860529,225.34,4,2,3,1,1,31500000,139795,坡道平面,45.02,0,127.5,3.63,15.85,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,86,25,1,0,0,0,107.12,0.0,579000,25.0072404,121.5655137,1,21,1,0,1,2,1,2,1,4,1,1,1,0,1,1,1,1,1,8,1,0
文山區,房地(土地+建物)+車位,臺北市文山區政大二街２０６巷４０號,106.19,住,1110828,1,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,850607,216.6,4,2,3,1,1,27900000,128809,其他車位類別,0.0,0,134.13,6.61,9.59,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,111,85,26,0,1,0,0,107.12,0.0,579000,24.9887297,121.5854082,1,8,1,0,1,1,1,0,1,6,1,0,1,0,1,1,1,1,1,9,1,0
文山區,房地(土地+建物),臺北市文山區木柵路四段１４１號四樓之２,41.64,住,1110829,4,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,135.0,3,2,2,1,1,26000000,192593,無車位,0.0,0,86.52,2.84,6.75,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,100,11,1,0,0,0,107.12,0.0,579000,24.9982015,121.5742202,1,20,1,1,1,1,1,4,1,7,1,0,1,0,1,1,1,1,1,9,1,1
中正區,房地(土地+建物),臺北市中正區羅斯福路一段８３巷２號六樓之７,4.49,商,1110821,6,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980903,39.47,1,1,1,1,1,16720000,423613,無車位,0.0,0,23.46,0.74,1.87,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,98,13,1,0,0,0,107.12,0.0,659000,25.03139,121.5198493,1,9,1,8,1,0,1,23,1,12,1,1,1,0,1,6,1,10,1,165,1,53
中正區,房地(土地+建物)+車位,臺北市中正區水源路７７號二樓,10.46,商,1110808,2,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080415,136.73000000000002,3,2,2,1,1,36880000,287244,其他車位類別,15.3,2000000,62.31,8.15,7.71,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,111,108,3,1,0,0,0,107.12,0.0,659000,25.0211365,121.5199766,1,6,1,0,1,1,1,15,1,5,1,2,1,0,1,2,1,3,1,138,1,29
中正區,房地(土地+建物),臺北市中正區信義路二段２６１號四樓之１,5.56,商,1110815,4,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070702,52.92999999999999,1,1,1,1,1,23550000,444927,無車位,0.0,0,31.46,1.98,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,107,4,1,0,0,0,107.12,0.0,659000,25.033881,121.531667,1,14,1,1,1,3,1,21,1,11,1,1,1,0,1,3,1,7,1,150,1,56
萬華區,房地(土地+建物),臺北市萬華區西園路二段２８１巷２７號二樓,36.75,住,1110831,2,4,公寓(5樓含以下無電梯),住家用,磚造,581124,74.3,3,2,2,1,0,11200000,150740,無車位,0.0,0,74.3,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,58,53,0,1,0,0,107.12,0.0,446000,25.0236331,121.4928027,1,7,1,0,1,2,1,0,1,12,1,2,1,0,1,3,1,2,1,127,1,11
萬華區,房地(土地+建物),臺北市萬華區武成街５６巷１０號四樓,22.75,住,1110805,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650823,64.56,4,1,2,1,0,9000000,139405,無車位,0.0,0,57.29,0.0,7.27,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,65,46,0,1,0,0,107.12,0.0,446000,25.0191101,121.4951118,1,6,1,0,1,2,1,0,1,5,1,0,1,0,1,3,1,2,1,105,1,8
中山區,房地(土地+建物),臺北市中山區復興北路４００號五樓之３,12.49,商,1110822,5,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,103.06,2,2,1,1,1,28800000,279449,無車位,0.0,0,72.69,0.0,9.8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,75,36,1,0,0,0,107.12,0.0,567000,25.0616136,121.5439448,1,22,1,0,1,2,1,4,1,8,1,2,1,1,1,2,1,6,1,188,1,89
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２０９號八樓,38.88,住,1110823,8,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,265.56,4,2,3,1,1,18350000,69099,坡道平面,63.64,0,120.5,0.0,10.93,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,110,1,1,0,0,0,107.12,0.0,593000,25.0602852,121.5823634,1,9,1,0,1,0,1,0,1,1,1,0,1,0,1,2,1,3,1,13,1,6
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２０９號九樓,38.88,住,1110823,9,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,265.56,4,2,3,1,1,18350000,69099,坡道平面,63.64,0,120.5,0.0,10.93,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,110,1,1,0,0,0,107.12,0.0,593000,25.0602852,121.5823634,1,9,1,0,1,0,1,0,1,1,1,0,1,0,1,2,1,3,1,13,1,6
信義區,房地(土地+建物),臺北市信義區信義路五段１１１號八樓,17.73,其他都市土地使用分區,1110830,8,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860926,100.29,0,2,2,1,1,27500000,274205,無車位,0.0,0,60.03,2.71,7.51,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,86,25,1,0,0,0,107.12,0.0,550000,25.0332867,121.5732097,1,26,1,0,1,1,1,10,1,7,1,4,1,0,1,5,1,4,1,124,1,71
士林區,房地(土地+建物),臺北市士林區天母北路４５號二樓,29.4,住,1110828,2,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750121,135.55,3,2,2,1,0,30000000,221321,無車位,0.0,0,117.77,0.0,9.16,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,75,36,0,0,1,0,107.12,0.0,527000,25.120853,121.5267813,1,28,1,0,1,3,1,0,1,7,1,1,1,0,1,1,1,3,1,117,1,17
士林區,房地(土地+建物)+車位,臺北市士林區大南路３４３之１號,31.33,其他都市土地使用分區,1110827,1,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961108,213.61,4,2,2,1,1,35680000,167033,坡道平面,25.23,0,120.19,5.53,3.26,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,111,96,15,1,0,0,0,107.12,0.0,527000,25.089015,121.5171057,1,19,1,2,1,3,1,3,1,9,1,1,1,0,1,3,1,4,1,147,1,31
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段５１６號四樓,78.65,商,1110823,4,12,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1040518,561.16,0,0,0,0,1,137500000,273012,坡道平面,88.59,8480000,235.14,3.73,28.76,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,111,104,7,1,0,0,0,107.12,0.0,527000,25.0931423,121.5281616,1,15,1,0,1,1,1,3,1,7,1,2,1,0,1,2,1,3,1,101,1,24
北投區,房地(土地+建物),臺北市北投區立農街一段２５７巷７弄３號一樓,38.5,住,1110805,1,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660117,95.78,4,1,2,1,0,20600000,215076,無車位,0.0,0,86.28,9.5,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,66,45,0,1,0,0,107.12,0.0,526000,25.1203274,121.5053873,1,32,1,0,1,3,1,3,1,3,1,0,1,0,1,1,1,5,1,39,1,2
大安區,房地(土地+建物),臺北市大安區永康街１３巷１２號四樓,19.1,住,1110828,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730105,72.03,2,2,1,1,0,23500000,326253,無車位,0.0,0,53.5,0.0,10.81,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,73,38,0,1,0,0,107.12,0.0,704000,25.0326267,121.531027,1,14,1,1,1,3,1,16,1,11,1,1,1,0,1,3,1,8,1,159,1,54
大安區,房地(土地+建物)+車位,臺北市大安區復興南路一段３７２號五樓之１,10.59,商,1110831,5,14,住宅大樓(11層含以上有電梯),其他主要用途,鋼筋混凝土造,901120,149.2,3,2,2,1,1,47880000,320912,機械車位,0.0,0,76.03,0.68,11.45,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,111,90,21,1,0,0,0,107.12,0.0,704000,25.0344581,121.5432987,1,23,1,0,1,2,1,23,1,17,1,1,1,0,1,3,1,6,1,249,1,92
中正區,房地(土地+建物),臺北市中正區辛亥路一段１３號七樓,27.7,住,1110823,7,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680831,128.38,3,1,2,1,1,18000000,140209,無車位,0.0,0,95.24,0.0,16.8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,68,43,0,0,1,0,107.12,0.0,659000,25.0190298,121.5279164,1,10,1,6,1,1,1,13,1,6,1,0,1,0,1,2,1,5,1,145,1,29
中山區,房地(土地+建物),臺北市中山區民生西路３巷２之２號三樓之１,23.49,住,1110823,3,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801102,90.11,2,2,1,1,1,22400000,248585,無車位,0.0,0,54.77,2.91,7.26,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,80,31,0,0,1,0,107.12,0.0,567000,25.0592072,121.5217059,1,23,1,1,1,3,1,24,1,15,1,3,1,0,1,9,1,8,1,239,1,77
信義區,房地(土地+建物),臺北市信義區信安街１６１之１號十一樓,7.33,住,1110806,11,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720712,67.54,2,2,1,1,1,16800000,248741,無車位,0.0,0,47.02,0.0,8.65,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,72,39,1,0,0,0,107.12,0.0,550000,25.0225199,121.5550008,1,23,1,0,1,2,1,2,1,8,1,0,1,1,1,2,1,2,1,165,1,38
松山區,房地(土地+建物),臺北市松山區三民路１０７巷７號五樓之１８,15.26,其他都市土地使用分區,1110831,5,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660307,85.24000000000001,3,2,1,1,1,21500000,252229,無車位,0.0,0,58.75,0.0,5.79,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,66,45,0,0,1,0,107.12,0.0,639000,25.0577175,121.5631196,1,24,1,0,1,1,1,4,1,10,1,0,1,0,1,2,1,3,1,181,1,31
松山區,房地(土地+建物),臺北市松山區三民路１０７巷２０號三樓,36.5,其他都市土地使用分區,1110823,3,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620524,99.6,3,2,2,1,0,25000000,251004,無車位,0.0,0,99.6,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,62,49,0,1,0,0,107.12,0.0,639000,25.0577031,121.5624585,1,27,1,0,1,1,1,4,1,10,1,0,1,0,1,2,1,3,1,187,1,35
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７９０巷６１弄２號五樓,29.21,住,1110805,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720617,103.52,3,1,1,1,0,15360000,148377,無車位,0.0,0,80.78,0.0,22.74,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,72,39,0,1,0,0,107.12,0.0,550000,25.040091,121.58425,1,24,1,0,1,3,1,9,1,10,1,1,1,0,1,2,1,4,1,191,1,27
